"TOA5","Site5_Middletown_Plaza","CR200X","25254","CR200X.Std.04","CR200X_12_25_rev2.CR2","19761","Table2"
"TIMESTAMP","RECORD","BattV_Min"
"TS","RN","Volts"
"","","Min"
"2021-02-18 00:00:00",1253,11.88645
"2021-02-19 00:00:00",1254,11.915
"2021-02-20 00:00:00",1255,11.74879
"2021-02-21 00:00:00",1256,11.67324
"2021-02-22 00:00:00",1257,11.95445
"2021-02-23 00:00:00",1258,11.95277
"2021-02-24 00:00:00",1259,11.83105
"2021-02-25 00:00:00",1260,11.92843
"2021-02-26 00:00:00",1261,11.90156
"2021-02-27 00:00:00",1262,11.93514
"2021-02-28 00:00:00",1263,11.92339
"2021-03-01 00:00:00",1264,11.8428
"2021-03-02 00:00:00",1265,11.74375
"2021-03-03 00:00:00",1266,11.92003
"2021-03-04 00:00:00",1267,11.96368
"2021-03-05 00:00:00",1268,11.95613
"2021-03-06 00:00:00",1269,12.01657
"2021-03-07 00:00:00",1270,12.02832
"2021-03-08 00:00:00",1271,12.04427
"2021-03-09 00:00:00",1272,12.06609
"2021-03-10 00:00:00",1273,11.9939
"2021-03-11 00:00:00",1274,12.06525
"2021-03-12 00:00:00",1275,11.98047
"2021-03-13 00:00:00",1276,11.89485
"2021-03-14 00:00:00",1277,12.2919
"2021-03-15 00:00:00",1278,12.28855
"2021-03-16 00:00:00",1279,12.60082
"2021-03-17 00:00:00",1280,12.10555
"2021-03-18 00:00:00",1281,12.02328
"2021-03-19 00:00:00",1282,11.99474
"2021-03-20 00:00:00",1283,12.18697
"2021-03-21 00:00:00",1284,12.8686
"2021-03-22 00:00:00",1285,12.80816
"2021-03-23 00:00:00",1286,12.78801
"2021-03-24 00:00:00",1287,12.13325
"2021-03-25 00:00:00",1288,12.2919
"2021-03-26 00:00:00",1289,12.37333
"2021-03-27 00:00:00",1290,11.99978
"2021-03-28 00:00:00",1291,12.54625
"2021-03-29 00:00:00",1292,12.00146
"2021-03-30 00:00:00",1293,12.22727
"2021-03-31 00:00:00",1294,12.77038
"2021-04-01 00:00:00",1295,12.55549
"2021-04-02 00:00:00",1296,12.14752
"2021-04-03 00:00:00",1297,12.72673
"2021-04-04 00:00:00",1298,12.75527
"2021-04-05 00:00:00",1299,12.64699
"2021-04-06 00:00:00",1300,12.61509
"2021-04-07 00:00:00",1301,12.62768
"2021-04-08 00:00:00",1302,12.58906
"2021-04-09 00:00:00",1303,12.61761
"2021-04-10 00:00:00",1304,12.60333
"2021-04-11 00:00:00",1305,12.3196
"2021-04-12 00:00:00",1306,12.49421
"2021-04-13 00:00:00",1307,12.32464
