AST_date_time_1,AST_date_time_2,AST_AirTF,AST_RH,AST_Rainfall_Tot,AST_VWC1,AST_VWC2,AST_VWC3,AST_VWC4
NaT,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaT,NaT,NaN,NaN,NaN,NaN,NaN,NaN,NaN
25-Jan-2018,11:15:00,28.01653,33.05558,0,0,0,0,0
25-Jan-2018,11:30:00,28.15114,30.59526,0,0,0,0,0
25-Jan-2018,11:45:00,28.90664,27.57328,0,0,0,0,0
25-Jan-2018,12:00:00,29.51103,26.94446,0,0,0,0,0
25-Jan-2018,12:15:00,32.98357,29.00795,0,0,0,0,0
25-Jan-2018,12:30:00,44.60994,33.43409,0,0,0,0,0
25-Jan-2018,12:45:00,38.96159,27.54275,0,0,0,0,0
25-Jan-2018,13:00:00,44.1072,30.54642,0,0,0,0,0
25-Jan-2018,13:15:00,45.95884,29.34068,0,0,0,0,0
25-Jan-2018,13:30:00,44.23632,28.40356,0,0,0,0,0
25-Jan-2018,13:45:00,39.64565,24.72224,0,0,0,0,0
25-Jan-2018,14:00:00,35.17587,20.17401,0,0,0,0,0
25-Jan-2018,14:15:00,33.86269,19.47346,0,0,0,0,0
25-Jan-2018,14:30:00,34.3462,21.66973,0,0,0,0,0
25-Jan-2018,14:45:00,36.06049,22.17645,0,0,0,0,0
25-Jan-2018,15:00:00,33.43411,20.06259,0,0,0,0,0
25-Jan-2018,15:15:00,33.25829,19.03084,0,0,0,0,0
25-Jan-2018,15:30:00,36.11544,21.06381,0,0,0,0,0
25-Jan-2018,15:45:00,34.66489,19.61845,0,0,0,0,0
25-Jan-2018,16:00:00,32.90664,18.59891,0,0,0,0,0
25-Jan-2018,16:15:00,47.56599,26.91852,0,0,0,0,0
25-Jan-2018,16:30:00,31.56598,18.63554,0,0,0,0,0
25-Jan-2018,16:45:00,30.70059,19.12852,0,0,0,0,0
25-Jan-2018,17:00:00,30.27477,19.57571,0,0,0,0,0
25-Jan-2018,17:15:00,29.86269,19.36814,0,0,0,0,0
25-Jan-2018,17:30:00,32.93961,21.29122,0,0,0,0,0
25-Jan-2018,17:45:00,32.59895,21.61784,0,0,0,0,0
25-Jan-2018,18:00:00,32.70884,22.10929,0,0,0,0,0
25-Jan-2018,18:15:00,32.67587,22.78084,0,0,0,0,0
25-Jan-2018,18:30:00,32.64291,22.42065,0,0,0,0,0
25-Jan-2018,18:45:00,32.52203,22.04824,0,0,0,0,0
25-Jan-2018,19:00:00,31.9506,23.30588,0,0,0,0,0
25-Jan-2018,19:15:00,31.78576,22.67553,0,0,0,0,0
25-Jan-2018,19:30:00,31.73906,22.57327,0,0,0,0,0
25-Jan-2018,19:45:00,31.54401,24.29642,0,0,0,0,0
25-Jan-2018,20:00:00,31.23631,22.95636,0,0,0,0,0
25-Jan-2018,20:15:00,31.00554,23.04947,0,0,0,0,0
25-Jan-2018,20:30:00,30.86818,23.9759,0,0,0,0,0
25-Jan-2018,20:45:00,30.57421,23.38524,0,0,0,0,0
25-Jan-2018,21:00:00,30.37917,24.1911,0,0,0,0,0
25-Jan-2018,21:15:00,30.43411,25.60594,0,0,0,0,0
25-Jan-2018,21:30:00,30.31323,24.49025,0,0,0,0,0
25-Jan-2018,21:45:00,30.33521,24.15447,0,0,0,0,0
25-Jan-2018,22:00:00,30.37917,26.33396,0,0,0,0,0
25-Jan-2018,22:15:00,29.92861,25.87456,0,0,0,0,0
25-Jan-2018,22:30:00,29.79675,26.88952,0,0,0,0,0
25-Jan-2018,22:45:00,29.97258,25.42126,0,0,0,0,0
25-Jan-2018,23:00:00,29.8517,24.97865,0,0,0,0,0
25-Jan-2018,23:15:00,29.91762,25.57694,0,0,0,0,0
25-Jan-2018,23:30:00,29.83796,26.89257,0,0,0,0,0
25-Jan-2018,23:45:00,29.96159,26.65753,0,0,0,0,0
26-Jan-2018,00:00:00,30.0495,24.47804,0,0,0,0,0
26-Jan-2018,00:15:00,30.00554,24.01406,0,0,0,0,0
26-Jan-2018,00:30:00,30.0385,24.54519,0,0,0,0,0
26-Jan-2018,00:45:00,29.99455,26.29123,0,0,0,0,0
26-Jan-2018,01:00:00,29.80773,25.15569,0,0,0,0,0
26-Jan-2018,01:15:00,29.46708,24.45362,0,0,0,0,0
26-Jan-2018,01:30:00,29.36268,23.7027,0,0,0,0,0
26-Jan-2018,01:45:00,29.40939,23.4585,0,0,0,0,0
26-Jan-2018,02:00:00,29.15938,23.61113,0,0,0,0,0
26-Jan-2018,02:15:00,29.30225,25.23659,0,0,0,0,0
26-Jan-2018,02:30:00,29.17038,24.19721,0,0,0,0,0
26-Jan-2018,02:45:00,29.00554,26.30344,0,0,0,0,0
26-Jan-2018,03:00:00,28.96983,28.00063,0,0,0,0,0
26-Jan-2018,03:15:00,29.12642,28.68439,0,0,0,0,0
26-Jan-2018,03:30:00,29.09345,27.78543,0,0,0,0,0
26-Jan-2018,03:45:00,28.65389,29.069,0,0,0,0,0
26-Jan-2018,04:00:00,28.62093,28.04794,0,0,0,0,0
26-Jan-2018,04:15:00,28.40115,26.09587,0,0,0,0,0
26-Jan-2018,04:30:00,28.47532,23.35319,0,0,0,0,0
26-Jan-2018,04:45:00,28.99454,24.3071,0,0,0,0,0
26-Jan-2018,05:00:00,28.37917,27.85258,0,0,0,0,0
26-Jan-2018,05:15:00,28.28026,24.78329,0,0,0,0,0
26-Jan-2018,05:30:00,28.06048,29.41089,0,0,0,0,0
26-Jan-2018,05:45:00,28.24455,28.86143,0,0,0,0,0
26-Jan-2018,06:00:00,28.00554,28.4585,0,0,0,0,0
26-Jan-2018,06:15:00,28.1484,30.30222,0,0,0,0,0
26-Jan-2018,06:30:00,28.37917,28.56687,0,0,0,0,0
26-Jan-2018,06:45:00,28.80774,28.56992,0,0,0,0,0
26-Jan-2018,07:00:00,28.56598,30.43042,0,0,0,0,0
26-Jan-2018,07:15:00,28.84071,30.41211,0,0,0,0,0
26-Jan-2018,07:30:00,28.98356,30.86388,0,0,0,0,0
26-Jan-2018,07:45:00,29.2418,32.79153,0,0,0,0,0
26-Jan-2018,08:00:00,-4.730743,27.01772,0,0,0,0,0
26-Jan-2018,08:15:00,26.51103,30.21064,0,0,0,0,0
26-Jan-2018,08:30:00,27.26928,30.46705,0,0,0,0,0
26-Jan-2018,08:45:00,27.43411,30.96156,0,0,0,0,0
26-Jan-2018,09:00:00,28.07147,30.59526,0,0,0,0,0
26-Jan-2018,09:15:00,28.34345,32.70607,0,0,0,0,0
26-Jan-2018,09:30:00,26.58796,32.81596,0,0,0,0,0
26-Jan-2018,09:45:00,28.86818,32.50613,0,0,0,0,0
26-Jan-2018,10:00:00,29.51103,32.09709,0,0,0,0,0
26-Jan-2018,10:15:00,29.51103,31.88341,0,0,0,0,0
26-Jan-2018,10:30:00,28.47807,31.8712,0,0,0,0,0
26-Jan-2018,10:45:00,30.33795,32.55497,0,0,0,0,0
26-Jan-2018,11:00:00,31.15938,33.76376,0,0,0,0,0
26-Jan-2018,11:15:00,31.35718,33.04184,0,0,0,0,0
26-Jan-2018,11:30:00,32.0495,33.05558,0,0,0,0,0
26-Jan-2018,11:45:00,32.98357,31.70637,0,0,0,0,0
26-Jan-2018,12:00:00,33.01653,32.10319,0,0,0,0,0
26-Jan-2018,12:15:00,38.17038,34.85656,0,0,0,0,0
26-Jan-2018,12:30:00,47.84071,37.58702,0,0,0,0,0
26-Jan-2018,12:45:00,45.43412,35.67463,0,0,0,0,0
26-Jan-2018,13:00:00,48.44786,35.77078,0,0,0,0,0
26-Jan-2018,13:15:00,50.97259,37.79917,0,0,0,0,0
26-Jan-2018,13:30:00,47.71983,37.37182,0,0,0,0,0
26-Jan-2018,13:45:00,45.62094,32.42065,0,0,0,0,0
26-Jan-2018,14:00:00,40.3572,31.24239,0,0,0,0,0
